"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"607512","6","13644","propia","800000","casado","2","50000","1","19930811","0"
"607744","6","39600","familiar","250000","casado","3","55177.6","1","19820121","0"
"607855","6","32500","familiar","400000","casado","0","0","2","19781127","0"
"608172","6","16800","familiar","600000","casado","3","98000","3","19760416","0"
"608183","6","32000","propia","450000","casado","4","21700","0","19591129","0"
"608480","6","21900","familiar","80000","union_libre","5","257514","1","19590621","1"
"608541","6","12300","familiar","800000","casado","4","150000","0","19690908","1"
"608706","6","58200","familiar","1100000","soltero","6","580947","3","19850917","1"
"608887","6","0","familiar","0","casado","0","0","0","19680915","1"
"609031","6","58569","familiar","600000","casado","10","1786189","2","19731010","0"
"609117","6","0","familiar","295000","union_libre","3","229000","2","19830909","0"
"609272","6","12000","familiar","400000","union_libre","1","30000","2","19830809","1"
"609359","6","20550","familiar","350000","casado","3","110000","2","19750201","0"
"609625","6","0","familiar","500000","casado","7","480000","1","19901108","0"
"609864","6","18800","propia","370000","casado","1","60000","1","19860601","1"
"610032","6","19900","propia","350000","casado","4","193147","1","19711119","1"
"610182","6","4900","propia","500000","casado","2","110000","3","19820713","0"
"610367","6","0","familiar","0","casado","0","0","0","19791004","0"
"610582","6","33000","propia","700000","casado","0","0","2","19610120","0"
"610673","6","9800","familiar","350000","soltero","0","0","1","19670301","0"
"611262","6","0","familiar","0","casado","0","0","0","19911119","0"
"611291","6","49747","familiar","500000","casado","6","497006","2","19620423","0"
"611303","6","0","familiar","320000","casado","4","230066","1","19750311","1"
"611464","6","11000","propia","700000","casado","4","162000","4","19820318","0"
"611503","6","8550","familiar","250000","soltero","3","115256","2","19691119","0"
"611505","6","21400","familiar","350000","casado","4","156000","2","19830722","1"
"611556","6","0","familiar","0","casado","0","0","0","19801023","1"
"611799","6","28600","familiar","300000","casado","3","296000","1","19911118","0"
"612018","6","22100","familiar","400000","casado","2","100000","0","19711213","1"
"612328","6","0","familiar","500000","casado","6","551664","1","19700319","0"
"612338","6","14300","propia","489000","casado","3","147006","1","19780914","0"
"612640","6","40000","propia","650000","casado","8","724461","0","19730501","0"
"612906","6","0","familiar","600000","casado","6","428926","2","19920818","1"
"612935","6","22100","familiar","224757","casado","6","258833","4","19860915","0"
"613665","6","0","familiar","350000","soltero","0","0","0","19650101","1"
"613698","6","0","propia","0","casado","0","0","0","19820902","0"
"613982","6","30400","familiar","800000","casado","6","386526","2","19740705","1"
"614513","6","37906","familiar","1400000","soltero","1","15000","1","19900820","0"
"614631","6","21500","familiar","300000","casado","1","27598","2","19821229","1"
"614923","6","19500","familiar","490000","casado","1","44196","2","19870625","1"
"615009","6","0","familiar","300000","union_libre","0","0","3","19820406","1"
"615039","6","6200","propia","450000","casado","4","195000","3","19560609","0"
"615040","6","3000","familiar","600000","casado","1","70000","0","19680808","0"
"615045","6","62300","familiar","400000","casado","3","130000","1","19930305","0"
"615051","6","18000","Familiar","290000","soltero","0","0","0","19770913","1"
"615142","6","12000","familiar","350000","casado","0","0","2","19811128","0"
"615185","6","14450","familiar","426839","casado","6","340000","0","19650604","1"
"615309","6","63400","familiar","1200000","casado","3","216807","1","19800305","0"
"615330","6","19100","familiar","250000","soltero","2","106000","1","19930503","1"
"615499","6","3137.88","propia","500000","casado","3","80000","1","19690605","1"
"615537","6","0","familiar","250000","casado","1","96935.21","3","19740213","0"
"616602","6","0","familiar","350000","union_libre","1","20000","2","19581103","1"
"616908","6","0","propia","0","casado","0","0","0","19660214","0"
"616951","6","21378","Familiar","250000","union_libre","4","86000","1","19850612","0"
"616953","6","0","","150000","union_libre","0","0","1","19850703","1"
"617017","6","0","familiar","250000","casado","1","30000","1","19600605","0"
"617046","6","45000","familiar","350000","soltero","7","447873.05","2","19860607","0"
"617111","6","0","propia","300000","casado","3","120000","3","19820826","1"
"617155","6","0","propia","500000","casado","2","110000","2","19840513","0"
"617162","6","7391.16","propia","300000","union_libre","2","180000","2","19631216","1"
"617174","6","16456","familiar","250000","casado","3","255000","2","19820713","1"
"617188","6","0","familiar","600000","casado","2","110000","0","19680816","1"
"617199","6","0","familiar","400000","casado","5","351819","0","19901230","1"
"617215","6","13094","familiar","600000","unión libre","2","50000","0","19930130","0"
"617216","6","113500","propia","900000","casado","1","25000","0","19650830","0"
"617248","6","0","propia","400000","casado","2","50000","4","19890610","0"
"617249","6","0","propia","400000","casado","2","248976","2","19710122","0"
"617261","6","7000","propia","350000","union_libre","1","60000","2","19550531","0"
"617318","6","22000","familiar","500000","union_libre","5","651232.03","2","19790820","0"
"617319","6","0","propia","350000","union_libre","2","100000","2","19741229","0"
"617376","6","0","familiar","0","soltero","0","0","0","19890628","0"
"617392","6","0","familiar","400000","union_libre","2","45000","2","19880216","0"
"617396","6","10000","propia","200000","casado","4","145000","1","19850302","0"
"617468","6","0","familiar","0","casado","0","0","0","19631007","0"
"617505","6","6936","familiar","450000","casado","3","130000","1","19661019","0"
"617546","6","23000","propia","350000","casado","5","298000","2","19800824","0"
"617551","6","18650","propia","250000","soltero","5","170972","0","19801105","1"
"617552","6","0","familiar","300000","casado","2","50000","3","19850925","1"
"617563","6","0","familiar","800000","soltero","5","575841","2","19700325","0"
"617564","6","0","propia","550000","casado","5","336235","2","19671208","0"
"617600","6","0","propia","380000","union_libre","2","85000","2","19751227","1"
"617613","6","0","Familiar","600000","soltero","1","20000","1","19611002","0"
"617641","6","11250","familiar","300000","casado","0","0","0","19630629","1"
"617651","6","22000","familiar","350000","soltero","2","60000","0","19950616","0"
"617675","6","0","familiar","350000","union_libre","4","99000","3","19720609","0"
"617710","6","0","familiar","350000","union_libre","1","15000","2","19800321","1"
"617746","6","20200","propia","369000","soltero","4","217205","2","19761226","0"
"617748","6","0","familiar","400000","soltero","3","140000","2","19710917","0"
"617749","6","0","familiar","298000","casado","0","0","1","19940317","1"
"617765","6","17000","familiar","300000","soltero","4","383485","0","19651129","0"
"617769","6","27000","familiar","250000","soltero","6","520842","1","19671120","1"
"617840","6","0","familiar","200000","soltero","6","300304","1","19900316","0"
"617845","6","10000","propia","350000","union_libre","4","338552","1","19631030","0"
"617858","6","0","familiar","650000","union_libre","6","865885.87","1","19670706","0"
"617862","6","0","propia","0","casado","0","0","0","19771210","0"
"617865","6","20000","propia","250000","soltero","6","344000","3","19680801","0"
"617889","6","0","propia","0","casado","0","0","0","19811105","0"
"617942","6","0","familiar","450000","union_libre","5","288000","0","19570425","0"
"617963","6","0","","300000","casado","4","139880","1","19921221","0"
"617988","6","0","familiar","0","casado","0","0","0","19710211","0"
"618036","6","0","familiar","330000","casado","1","20000","1","19770920","0"
"618053","6","20000","familiar","400000","casado","7","936699","1","19650627","0"
"618063","6","5837.54","familiar","450000","soltero","0","0","1","19760830","1"
"618098","6","0","familiar","390000","casado","2","50000","2","19820901","1"
"618163","6","0","familiar","300000","soltero","1","20000","3","19760510","0"
"618190","6","27000","propia","350000","union_libre","8","317200","0","19710105","0"
"618217","6","0","familiar","250000","union_libre","5","303216","3","19740103","0"
"618229","6","19400","familiar","350000","casado","3","120000","3","19820106","1"
"618238","6","0","propia","0","soltero","0","0","0","19850321","0"
"618357","6","4400","","300000","soltero","1","60000","0","19950325","0"
"618368","6","15000","familiar","250000","casado","5","243000","1","19730818","1"
"618378","6","36700","propia","377834","soltero","2","89543","3","19890512","1"
"618416","6","10000","familiar","300000","casado","6","284000","0","19651128","0"
"618419","6","0","propia","300000","soltero","1","20000","1","19780108","1"
"618437","6","10000","familiar","300000","casado","5","252429","2","19891126","0"
"618451","6","0","familiar","300000","casado","0","0","0","19831102","1"
"618456","6","0","familiar","350000","union_libre","2","227827.2","0","19920824","0"
"618492","6","16000","familiar","450000","casado","5","270000","0","19820620","0"
"618502","6","0","familiar","350000","soltero","2","60000","2","19690218","0"
"618565","6","27800","familiar","600000","union_libre","3","313000","1","19720202","0"
"618566","6","13600","propia","233700","soltero","2","116602","1","19700725","0"
"618567","6","13000","propia","650000","union_libre","5","668092","2","19671016","0"
"618606","6","10000","familiar","400000","casado","3","203436.16","3","19840917","0"
"618607","6","0","familiar","600000","soltero","3","658359","2","19530504","0"
"618622","6","18000","","300000","soltero","5","206000","0","19620330","0"
"618623","6","5254.96","familiar","500000","union_libre","7","360000","0","19540831","0"
"618642","6","0","familiar","500000","union_libre","2","110000","0","19911010","0"
"618674","4","27000","familiar","300000","casado","6","262400","3","19760216","0"
"618721","6","10000","propia","400000","union_libre","2","116000","1","19640514","0"
"618726","6","0","familiar","250000","soltero","1","75000","3","19880220","0"
"618728","6","15230","familiar","500000","casado","5","220000","3","19770928","1"
"618752","6","0","familiar","0","soltero","0","0","0","19840226","0"
"618759","6","0","familiar","800000","casado","0","0","4","19801113","0"
"618775","6","5124","familiar","500000","soltero","5","813733","2","19801028","0"
"618797","6","0","familiar","450000","casado","3","106000","2","19820905","0"
"618799","6","10000","familiar","650000","casado","3","197421.06","2","19771207","0"
"618828","6","0","familiar","350000","casado","4","250000","0","19650115","1"
"618829","6","0","propia","0","casado","0","0","0","19700225","0"
"618852","6","0","familiar","300000","casado","1","20000","2","19810908","0"
"618931","6","0","familiar","0","casado","0","0","0","19800114","1"
"618945","6","72000","familiar","900000","union_libre","3","440000","3","19790807","1"
"618963","6","2600","familiar","350000","soltero","0","0","1","19760412","0"
"618969","6","22960","familiar","250000","casado","5","320986","3","19820706","0"
"618972","6","11024","familiar","320000","casado","7","1259610","0","19760519","0"
"618981","6","0","familiar","400000","casado","3","445681","0","19530820","0"
"618996","6","0","familiar","350000","casado","2","110099","0","19720910","0"
"619000","6","0","familiar","300000","casado","0","0","0","19750422","0"
"619015","6","0","familiar","400000","casado","1","43000","3","19771208","0"
"619027","6","0","","298000","union_libre","0","0","1","19740408","0"
"619032","6","2839.34","","250000","casado","0","0","2","19851110","0"
"619064","6","0","familiar","450000","casado","3","118000","3","19791207","1"
"619067","6","12000","familiar","450000","union_libre","4","344096","1","19960302","0"
"619086","6","0","familiar","1050000","soltero","5","400763.65","1","19531214","0"
"619097","6","15000","familiar","800000","casado","6","742003","0","19660610","0"
"619098","6","12000","familiar","500000","union_libre","2","270561","3","19740707","0"
"619099","6","0","familiar","0","unión libre","0","0","0","19671012","0"
"619101","6","13000","","250000","casado","2","191000","1","19700516","0"
"619113","6","10000","familiar","500000","soltero","2","182521","1","19840207","0"
"619212","6","19200","propia","350000","soltero","5","348758","1","19760128","0"
"619213","6","23000","familiar","850000","casado","5","437900","0","19620121","0"
"619215","6","25000","familiar","700000","casado","4","241000","1","19830105","0"
"619229","6","0","familiar","0","casado","0","0","0","19740217","0"
"619274","6","12000","familiar","350000","casado","3","165686","3","19731108","0"
"619276","6","0","familiar","0","casado","0","0","0","19880214","0"
"619357","6","20500","familiar","200000","soltero","5","425600","2","19970108","0"
"619400","6","0","familiar","0","casado","0","0","0","19751020","0"
"619404","6","14000","familiar","400000","casado","5","200500","1","19630114","0"
"619477","6","16000","familiar","800000","casado","7","408260","0","19540716","0"
"619496","6","0","familiar","0","casado","0","0","0","19700131","0"
"619506","6","22000","familiar","600000","casado","6","813960","1","19610715","0"
"619508","6","14500","propia","300000","soltero","4","175000","3","19790624","0"
"619594","6","0","familiar","600000","casado","5","233876","1","19820318","0"
"619595","6","13000","familiar","220000","casado","5","344000","0","19690408","0"
"619596","6","0","propia","0","soltero","0","0","0","19620523","0"
"619676","6","42000","familiar","400000","casado","3","152300","0","19580321","0"
"619678","6","0","familiar","0","casado","0","0","0","19830205","0"
"619698","6","0","familiar","0","casado","0","0","0","19610815","0"
"619708","6","32600","familiar","350000","casado","2","64000","2","19700806","0"
"619710","6","0","propia","0","casado","0","0","0","19560111","0"
"619743","6","12000","familiar","300000","soltero","5","294042","0","19590614","0"
"619744","6","22000","familiar","300000","casado","5","302500","0","19570228","0"
"619780","6","0","familiar","0","casado","0","0","0","19780409","0"
"619791","6","16800","familiar","290000","casado","3","227200","1","19750425","0"
"619792","6","23000","familiar","850000","casado","5","296124","2","19820708","0"
"619818","6","0","propia","200000","soltero","0","0","0","19830521","1"
"619843","6","0","","200000","casado","1","55000","2","19830307","0"
"619848","6","0","propia","950000","soltero","4","217000","0","19600215","0"
"619857","6","14700","familiar","336594","soltero","1","90000","1","19920921","0"
"619858","6","0","familiar","400000","casado","2","40914","1","19740428","0"
"619873","6","0","","290000","casado","3","75000","1","19750805","1"
"619957","6","0","propia","200000","casado","4","850271","2","19760407","0"
"619983","6","0","familiar","400000","casado","2","110000","1","19800121","1"
"619995","6","0","propia","500000","casado","6","689887","2","19790926","1"
"620019","6","0","familiar","300000","union_libre","2","427317","2","19861129","1"
"620020","6","0","familiar","300000","casado","1","65000","3","19840605","0"
"620030","6","0","familiar","400000","soltero","1","80000","0","19741121","1"
"620104","6","0","propia","200000","casado","2","160000","2","19640424","0"
"620127","6","0","","350000","casado","1","75000","0","19930611","0"
"620139","6","0","","300000","soltero","5","201000","2","19840228","0"
"620152","6","0","","200000","casado","2","41197","2","19860617","0"
"620153","6","0","propia","320000","casado","0","0","2","19840501","1"
"620161","6","0","","250000","casado","0","0","3","19800514","0"
"620190","6","18200","familiar","250000","union_libre","4","125000","3","19860709","0"
"620244","6","0","familiar","400000","union_libre","1","40000","1","19830220","1"
"620281","6","0","familiar","300000","casado","2","40345","1","19950718","0"
"620282","6","0","familiar","320000","casado","3","66649","2","19860720","0"
"620298","6","0","familiar","500000","soltero","1","100000","0","19730319","1"
"620341","6","0","familiar","700000","soltero","8","463905","3","19891106","0"
"620343","6","5000","familiar","400000","soltero","6","205000","0","19911129","0"
"620377","6","0","propia","700000","casado","8","625751","2","19860410","1"
"620434","6","0","","250000","casado","0","0","1","19970109","0"
"620435","6","0","propia","800000","soltero","1","70059","0","19570121","0"
"620437","6","0","familiar","450000","union_libre","8","850697","2","19800223","0"
"620450","6","0","propia","350000","soltero","2","45000","0","19600911","1"
"620477","6","0","","250000","casado","0","0","2","19791103","0"
"620499","6","0","familiar","500000","casado","2","51500","2","19751017","0"
"620514","6","1957.2","familiar","320000","union_libre","7","583466","0","19820917","1"
"620516","6","0","familiar","350000","casado","3","423436","0","19620409","0"
"620517","6","0","propia","350000","soltero","4","750000","1","19550807","0"
"620576","6","12100","familiar","500000","casado","3","139000","2","19720222","1"
"620590","6","0","propia","800000","soltero","4","115000","0","19720505","0"
"620646","6","0","familiar","500000","soltero","8","331987","0","19610712","0"
"620654","6","14900","propia","250000","union_libre","1","30000","2","19901115","0"
"620671","6","18700","familiar","350000","union_libre","2","59970","2","19830129","1"
"620696","6","0","familiar","300000","soltero","5","279000","3","19751024","0"
"620697","6","0","familiar","250000","casado","2","499229","3","19690416","0"
"620698","6","0","familiar","400000","casado","4","178908","0","19570420","0"
"620728","6","15000","familiar","250000","union_libre","1","25000","2","19781226","0"
"620730","6","0","","400000","casado","0","0","3","19841210","1"
"620745","6","0","familiar","400000","casado","4","374597","1","19640727","0"
"620748","6","0","familiar","250000","casado","4","231000","3","19680604","0"
"620757","6","0","familiar","500000","soltero","4","345063","0","19600110","0"
"620758","6","0","familiar","300000","union_libre","6","397000","2","19830203","0"
"620759","6","0","familiar","350000","union_libre","1","80000","1","19760717","0"
"620787","6","14000","familiar","250000","casado","3","495000","1","19651008","0"
"620816","6","0","familiar","300000","union_libre","2","200000","2","19911227","1"
"620818","6","0","familiar","400000","soltero","1","21000","3","19830821","0"
"620819","6","0","familiar","400000","casado","3","142000","2","19740925","0"
"620871","6","0","","500000","casado","6","201000","0","19820222","0"
"620885","6","0","familiar","300000","casado","2","32743","3","19780422","0"
"620886","6","0","familiar","300000","casado","3","110000","3","19890510","1"
"620887","6","0","familiar","350000","casado","2","164000","2","19770506","0"
"620935","6","0","familiar","900000","casado","10","1116259","2","19731225","0"
"620936","6","0","","250000","casado","2","133000","2","19771216","0"
"620940","6","0","propia","350000","union_libre","3","178000","1","19810927","1"
"621014","6","23900","propia","792000","casado","6","640347","2","19711113","0"
"621071","6","0","familiar","350000","casado","3","74463","2","19860707","0"
"621072","6","0","familiar","500000","casado","2","140000","2","19790715","0"
"621074","6","0","familiar","3000000","soltero","2","360329","2","19921020","0"
"621104","6","0","familiar","350000","union_libre","2","135000","3","19851118","1"
"621159","6","0","familiar","400000","casado","1","80000","2","19750901","0"
"621324","6","0","familiar","350000","casado","2","79000","0","19770203","0"
"621344","6","0","propia","320000","casado","4","315253","1","19770607","0"
"621346","6","-100","familiar","300000","casado","4","160000","3","19830619","0"
"621348","6","0","propia","900000","union_libre","1","20000","1","19790728","0"
"621357","6","0","familiar","400000","casado","2","236410","3","19841014","0"
"621358","6","0","familiar","400000","soltero","6","857315","3","19961025","0"
"621363","6","25400","propia","600000","soltero","3","108000","1","19681008","1"
"621370","6","0","familiar","500000","casado","1","50000","1","19601207","0"
"621371","6","0","familiar","400000","casado","2","110000","3","19750628","0"
"621375","6","0","familiar","360000","casado","6","548481","2","19780705","0"
"621479","6","47800","familiar","300000","casado","11","651027","3","19880109","1"
"621506","6","43000","familiar","300000","soltero","0","0","3","19970126","0"
"621509","6","21000","familiar","500000","soltero","1","20000","0","19651016","0"
"621579","6","32800","propia","300000","soltero","0","0","0","19940817","0"
"621581","6","0","familiar","0","soltero","0","0","0","19780425","1"
"621623","6","0","familiar","0","union_libre","0","0","0","19780415","0"
"621624","6","22500","familiar","500000","casado","5","523080","1","19650922","0"
"621625","6","18000","familiar","600000","casado","6","278529","0","19591009","0"
"621626","6","14000","familiar","600000","union_libre","1","80000","0","19710729","0"
"621646","6","15000","familiar","900000","union_libre","2","100000","2","19860227","1"
"621647","6","10200","familiar","460000","casado","2","112000","2","19831205","0"
"621792","6","22200","familiar","500000","casado","1","20000","2","19790531","1"
"621878","6","20500","familiar","280000","casado","4","279102","2","19771107","0"
"622065","6","10250","familiar","600000","soltero","3","198000","2","19840906","0"
"622066","6","40594","familiar","550000","casado","6","846689","0","19610228","0"
"622075","6","26000","familiar","550000","casado","6","407987","3","19880519","0"
"622076","6","19630","familiar","250000","casado","1","25000","3","19870207","0"
"622218","6","10920","","250000","union_libre","3","55000","2","19770604","0"
"622221","6","24550","","250000","soltero","6","246452","0","19891016","0"
"622239","6","16720","propia","450000","casado","2","125000","3","19850411","0"
"622422","6","17200","familiar","250000","casado","3","205000","4","19841015","1"
"622555","6","16000","familiar","250000","soltero","9","1043496.08","1","19660622","1"
"622556","6","56950","propia","1500000","casado","4","290000","2","19750201","0"
"622624","6","24400","propia","367541.58","casado","3","444000","1","19570930","1"
"622632","6","12970","familiar","250000","casado","2","70000","2","19820914","0"
"622641","6","22400","propia","400000","union_libre","3","100000","2","19890528","1"
"622645","6","15000","familiar","600000","casado","3","150000","2","19880417","1"
"622646","6","22500","propia","550000","soltero","1","76000","1","19800411","1"
"622647","6","20000","propia","300000","soltero","6","207000","3","19780515","0"
"622671","6","23450","familiar","250000","casado","8","598297.86","2","19790322","1"
"622681","6","6600","familiar","400000","soltero","3","154000","0","19670913","1"
"622725","6","8000","familiar","420000","union_libre","2","40000","2","19860506","0"
"622765","6","10000","familiar","280000","unión libre","4","278967","0","19581205","0"
"622783","6","14400","familiar","250000","unión libre","2","71000","1","19780103","1"
"622791","6","26000","propia","500000","soltero","0","0","0","19641228","1"
"622842","6","66024","familiar","250000","casado","4","618000","2","19681006","0"
"622844","6","15700","familiar","250000","union_libre","0","0","1","19670112","0"
"622864","6","19200","familiar","250000","soltero","0","0","3","19780401","1"
"622961","6","41200","familiar","400000","casado","6","1649000","2","19870509","0"
"622963","6","18800","familiar","500000","soltero","1","200000","1","19970623","0"
"622964","6","13990","familiar","250000","soltero","4","215837","2","19610523","0"
"622985","6","25400","familiar","550000","casado","3","140000","2","19790913","1"
"623055","6","20000","","300000","union_libre","3","308000","1","19930311","1"
"623073","6","13699","propia","219741.15","union_libre","4","427000","1","19821110","1"
"623074","6","21350","familiar","350000","casado","4","331000","1","19780308","1"
"623100","6","37000","propia","400000","casado","2","185700","0","19600523","0"
"623101","6","16550","propia","262109.6","soltero","4","190100","4","19800727","1"
"623281","6","15800","familiar","225000","casado","3","73000","3","19850425","1"
"623363","6","32700","familiar","500000","casado","2","120000","1","19661019","0"
"623380","6","10000","familiar","300000","union_libre","5","217256","1","19661223","0"
"623381","6","25480","familiar","250000","casado","14","1260135.44","3","19741220","1"
"623404","6","23200","familiar","300000","casado","3","155990.51","2","19760204","0"
"623405","6","37400","familiar","640000","casado","1","80000","2","19810910","0"
"623428","6","23000","familiar","250000","casado","0","0","0","19711009","0"
"623506","6","29040","propia","400000","casado","3","292000","3","19800520","0"
"623529","6","34800","propia","310069","casado","5","368395","1","19800825","1"
"623537","6","10600","familiar","300000","union_libre","1","47687","2","19741007","0"
"623538","6","18040","familiar","250000","casado","3","170000","2","19760611","0"
"623614","6","19800","familiar","400000","casado","5","190000","1","19800218","1"
"623618","6","25500","familiar","339512","casado","0","0","0","19630125","0"
"623661","6","28200","familiar","300000","casado","2","76000","1","19940417","0"
"623715","36","33300","propia","250000","casado","1","160000","2","19751210","0"
"623847","6","19000","familiar","250000","union_libre","0","0","2","19880810","1"
"623863","6","37000","familiar","300000","casado","2","260000","0","19590301","1"
"623882","6","17400","familiar","300000","casado","8","332442","3","19870609","0"
"623939","6","25693","propia","450000","casado","7","246300","5","19680116","0"
"624046","6","32700","familiar","400000","casado","5","670654","3","19870731","0"
"624063","6","18840","familiar","150000","casado","3","174640","1","19651213","1"
"624083","6","34556","familiar","750000","casado","8","441091","0","19600326","0"
"624110","6","53100","propia","600000","casado","5","1218893","1","19620312","1"
"624112","6","29100","propia","350000","soltero","5","165000","4","19810214","1"
"624113","6","56628","propia","450000","union_libre","8","841486","0","19710122","1"
"624159","6","23800","familiar","1000000","casado","6","598800","1","19650630","0"
"624235","6","22100","familiar","650000","casado","3","70000","3","19881217","1"
"624279","6","16500","propia","550000","casado","6","229135","1","19751018","0"
"624339","6","32600","familiar","250000","casado","5","195000","0","19740227","1"
"624369","6","35450","familiar","400000","casado","8","214000","3","19860722","0"
"624385","6","20200","propia","500000","casado","3","160000","3","19890613","0"
"624386","6","20600","familiar","350000","union_libre","3","239000","0","19671029","1"
"624528","6","23800","familiar","550000","casado","1","59715.55","2","19710228","0"
"624529","6","12008","familiar","380000","casado","2","95000","1","19970401","1"
"624540","6","17500","propia","300000","soltero","0","0","1","19761112","1"
"624597","6","43600","familiar","400000","soltero","8","623060","3","19611227","0"
"624686","6","20300","familiar","350000","casado","2","50015","1","19770913","0"
"624761","6","12400","familiar","340000","casado","3","160000","2","19810716","1"
"624763","6","17100","propia","250000","union_libre","5","34568","0","19740513","1"
"624788","6","15000","familiar","400000","casado","5","295400","0","19680306","0"
"624936","6","33400","familiar","300000","casado","3","104000","2","19860412","0"
"625069","6","48500","propia","250000","casado","4","180161.55","1","19841231","0"
"625070","6","38300","propia","350000","union_libre","2","49128.5","3","19781006","0"
"625461","6","17000","propia","240282","union_libre","3","150400","2","19860911","0"
"625470","6","24600","familiar","250000","union_libre","3","311855","3","19730806","0"
"625471","6","42000","familiar","250000","union_libre","1","80000","0","19890628","0"
"625472","6","16300","propia","435000","casado","3","192050","0","19600615","0"
"625498","6","11000","","250000","soltero","0","0","0","19670423","0"
"625552","6","20600","propia","1200000","casado","2","117700","0","19621127","0"
"625553","6","21650","propia","248000","casado","2","94151","2","19851127","0"
"625583","6","42400","familiar","366534","casado","4","728000","1","19800703","0"
"625643","6","18000","propia","400000","soltero","8","812019","1","19800704","0"
"625657","6","14300","familiar","350000","soltero","0","0","3","19840822","1"
"625688","6","18400","familiar","1249000","casado","3","177000","2","19820914","0"
"625713","6","22000","familiar","500000","casado","0","0","0","19980308","0"
"625723","6","28500","familiar","600000","casado","3","357282","2","19830104","0"
"625806","6","29000","familiar","250000","soltero","0","0","0","19780816","0"
"625841","6","23500","familiar","500000","casado","4","248729","2","19930915","1"
"625863","6","29500","familiar","400000","casado","1","52601","1","19770506","0"
"625864","6","13000","propia","300000","casado","2","120163","1","19850227","0"
"625875","6","27300","propia","400000","soltero","2","248865","0","19790412","1"
"625876","6","31000","propia","660000","union_libre","1","25000","3","19840825","0"
"625890","6","36900","familiar","250000","casado","4","281648","1","19640704","0"
"625957","6","34500","propia","250000","casado","5","473864","2","19781127","0"
"625980","6","8600","familiar","400000","union_libre","2","90000","2","19821028","0"
"625989","6","14000","familiar","300000","casado","0","0","0","19671202","0"
"626000","6","33100","familiar","480000","soltero","0","0","1","19770623","0"
"626001","6","28300","propia","500000","union_libre","5","476708","2","19900917","1"
"626019","6","36500","propia","480000","casado","1","80000","2","19740604","0"
"626049","6","45000","familiar","250000","union_libre","5","475119","3","19840609","1"
"626066","6","27200","familiar","409756","casado","7","1303773","1","19710821","0"
"626067","6","32000","propia","282879","casado","1","50000","2","19790914","0"
"626081","6","36200","propia","300000","casado","8","406842","1","19651014","0"
"626082","6","13000","familiar","250000","soltero","0","0","1","19930224","0"
"626083","6","30700","familiar","500000","soltero","1","60000","3","19581221","0"
"626084","6","32500","propia","218790","casado","3","376052","2","19871227","0"
"626085","6","32970","familiar","150000","casado","3","125000","0","19691214","0"
"626086","6","38180","familiar","700000","union_libre","2","149956","2","19730406","0"
"626087","6","12850","familiar","519391","casado","3","145000","1","19600422","0"
"626196","6","12700","propia","244170","union_libre","2","89141","0","19770129","0"
"626220","6","52064","familiar","962057","casado","5","1341854","2","19630922","0"
"626232","6","24060","familiar","350000","casado","2","65299","0","19640115","1"
"626234","6","31000","familiar","282562","casado","0","0","2","19740112","0"
"626235","6","23400","familiar","339659","casado","2","292649","1","19820603","1"
"626300","6","33800","propia","184135.8","casado","5","226999","0","19600501","1"
"626301","6","22000","familiar","261930","soltero","0","0","0","19680306","1"
"626350","6","20500","familiar","600000","casado","1","111281","0","19750928","1"
"626391","6","39200","propia","438396","casado","4","358749","0","19620702","1"
"626404","6","22400","familiar","388990","soltero","2","75000","1","19811119","1"
"626416","6","24800","familiar","349140","union_libre","2","115000","0","19741001","1"
"626444","6","17100","familiar","400000","soltero","4","190000","1","19791207","1"
"626449","6","48310","propia","324834","union_libre","4","188125","2","19790926","1"
"626467","6","16280","familiar","600000","soltero","1","20000","2","19780808","0"
"626470","6","58800","familiar","172930","casado","2","210318","3","19891002","0"
"626476","6","28800","familiar","250000","casado","2","90211","2","19660126","1"
"626480","6","62800","familiar","350000","soltero","1","19399","1","19780902","1"
"626495","53","41852","familiar","250000","casado","3","447076","1","19900223","0"
"626501","6","68800","propia","250000","soltero","9","1192649","2","19640427","0"
"626517","53","250000","familiar","250000","casado","2","199793","2","19710111","0"
"626538","53","87500","propia","300000","casado","10","1706996","2","19711016","0"
"626541","6","22490","propia","244170","soltero","6","295105","1","19710731","0"
"626628","53","71500","familiar","250000","soltero","4","592132","0","19861110","0"
"626643","14","20100","familiar","250000","soltero","1","49004.98","2","19881030","0"
"626644","6","19200","familiar","250000","casado","2","41229","2","19951123","1"
"626700","6","32600","familiar","250000","soltero","1","30000","1","19720710","1"
"626708","6","37100","familiar","250000","union_libre","4","199565","3","19851225","0"
"626784","6","32800","familiar","350000","union_libre","3","109844","4","19920201","1"
"626795","6","43700","propia","350000","soltero","6","540887","1","19930719","1"
"626831","6","19000","familiar","328000","casado","2","65000","1","19740902","0"
"626860","6","41200","familiar","500000","soltero","2","76450","2","19810805","1"
"626895","53","17400","familiar","250000","casado","3","77151","2","19910904","0"
"626920","33","28000","propia","500000","casado","6","484442.81","0","19670724","0"
"626997","6","25300","familiar","300000","soltero","4","420353","2","19760719","0"
"627021","6","19800","familiar","350000","casado","3","105357","2","19840503","1"
"627054","6","45400","","600000","casado","5","401130","1","19911008","1"
"627081","6","49000","propia","350000","soltero","8","440528.34","0","19700129","1"
